sent_id	dataset	condition	true_label	pred_label	prob_positive	prob_negative
d6e364f10637198f612b1389a	cfimdb	control	1	1	0.999882698059082	0.0001173078635474667
d6e364f10637198f612b1389a	cfimdb	neutral	1	1	0.9998089671134949	0.00019104528473690152
d6e364f10637198f612b1389a	cfimdb	general_neg	1	0	0.032030437141656876	0.967969536781311
d6e364f10637198f612b1389a	cfimdb	authority_neg	1	0	0.014445667155086994	0.9855543375015259
a94622c03d40af8b382cf9ebc	cfimdb	control	0	0	8.627508213976398e-05	0.9999136924743652
a94622c03d40af8b382cf9ebc	cfimdb	neutral	0	0	9.400791896041483e-05	0.9999059438705444
a94622c03d40af8b382cf9ebc	cfimdb	general_pos	0	1	0.8612520694732666	0.1387479305267334
a94622c03d40af8b382cf9ebc	cfimdb	authority_pos	0	1	0.8104478120803833	0.18955223262310028
db6fc63b6df933a67041b720f	cfimdb	control	0	0	8.666939379509131e-07	0.9999991655349731
db6fc63b6df933a67041b720f	cfimdb	neutral	0	0	5.619976946036331e-07	0.9999994039535522
db6fc63b6df933a67041b720f	cfimdb	general_pos	0	0	5.50835466128774e-05	0.9999449253082275
db6fc63b6df933a67041b720f	cfimdb	authority_pos	0	0	5.05573325426667e-06	0.9999949932098389
a64af4abf6bc0742ddfd83750	cfimdb	control	0	0	7.4164267971355e-06	0.9999926090240479
a64af4abf6bc0742ddfd83750	cfimdb	neutral	0	0	1.4775305317016318e-05	0.9999852180480957
a64af4abf6bc0742ddfd83750	cfimdb	general_pos	0	0	7.597333751618862e-05	0.9999240636825562
a64af4abf6bc0742ddfd83750	cfimdb	authority_pos	0	0	0.0009686964331194758	0.9990313053131104
3da534caadab48ca4119601eb	cfimdb	control	1	1	0.9995777010917664	0.00042231279076077044
3da534caadab48ca4119601eb	cfimdb	neutral	1	1	0.999386191368103	0.0006137719028629363
3da534caadab48ca4119601eb	cfimdb	general_neg	1	0	0.06448908150196075	0.9355108737945557
3da534caadab48ca4119601eb	cfimdb	authority_neg	1	0	0.1455032229423523	0.8544968366622925
da1e2e4ba26dec07e04e610ed	cfimdb	control	1	1	0.9993089437484741	0.0006911000818945467
da1e2e4ba26dec07e04e610ed	cfimdb	neutral	1	1	0.9992901086807251	0.000709879444912076
da1e2e4ba26dec07e04e610ed	cfimdb	general_neg	1	0	0.23634947836399078	0.7636505365371704
da1e2e4ba26dec07e04e610ed	cfimdb	authority_neg	1	0	0.2211441695690155	0.7788558006286621
87a7ab657846ae08efb51f7a0	cfimdb	control	0	0	7.904068297648337e-06	0.9999921321868896
87a7ab657846ae08efb51f7a0	cfimdb	neutral	0	0	3.50317895936314e-06	0.999996542930603
87a7ab657846ae08efb51f7a0	cfimdb	general_pos	0	0	0.0005942329298704863	0.9994057416915894
87a7ab657846ae08efb51f7a0	cfimdb	authority_pos	0	0	7.338733848882839e-05	0.9999265670776367
dae6f91ee6ac2ceda73de9379	cfimdb	control	0	1	0.9983789920806885	0.001621044473722577
dae6f91ee6ac2ceda73de9379	cfimdb	neutral	0	1	0.9988294243812561	0.001170591451227665
dae6f91ee6ac2ceda73de9379	cfimdb	general_pos	0	1	0.9997556805610657	0.000244277500314638
dae6f91ee6ac2ceda73de9379	cfimdb	authority_pos	0	1	0.9996447563171387	0.00035526210558600724
5db0ebedb562618ba7ba3aea3	cfimdb	control	1	1	0.9999054670333862	9.454246173845604e-05
5db0ebedb562618ba7ba3aea3	cfimdb	neutral	1	1	0.9999114274978638	8.861629612511024e-05
5db0ebedb562618ba7ba3aea3	cfimdb	general_neg	1	0	0.0025886280927807093	0.9974114298820496
5db0ebedb562618ba7ba3aea3	cfimdb	authority_neg	1	1	0.9983622431755066	0.0016377322608605027
edc71c71c26985a78fb19079c	cfimdb	control	1	1	0.9997280240058899	0.0002719478798098862
edc71c71c26985a78fb19079c	cfimdb	neutral	1	1	0.9996477365493774	0.0003523108025547117
edc71c71c26985a78fb19079c	cfimdb	general_neg	1	1	0.963988184928894	0.03601178526878357
edc71c71c26985a78fb19079c	cfimdb	authority_neg	1	1	0.9961650371551514	0.0038350278045982122
4c74087c0dfed8c73c0495889	cfimdb	control	1	1	0.9999415874481201	5.8398927649250254e-05
4c74087c0dfed8c73c0495889	cfimdb	neutral	1	1	0.9999045133590698	9.545995999360457e-05
4c74087c0dfed8c73c0495889	cfimdb	general_neg	1	1	0.9990911483764648	0.0009088420774787664
4c74087c0dfed8c73c0495889	cfimdb	authority_neg	1	1	0.9998272061347961	0.00017279054736718535
3d84d805da2c9c925308bd781	cfimdb	control	1	1	0.9994924068450928	0.0005075545632280409
3d84d805da2c9c925308bd781	cfimdb	neutral	1	1	0.9992778897285461	0.0007221365231089294
3d84d805da2c9c925308bd781	cfimdb	general_neg	1	1	0.9996199607849121	0.0003799631376750767
3d84d805da2c9c925308bd781	cfimdb	authority_neg	1	1	0.9993749260902405	0.0006250424776226282
fee00b2542be55e69e83b4abf	cfimdb	control	1	1	0.9998488426208496	0.00015117565635591745
fee00b2542be55e69e83b4abf	cfimdb	neutral	1	1	0.999751627445221	0.00024836836382746696
fee00b2542be55e69e83b4abf	cfimdb	general_neg	1	1	0.9994428753852844	0.0005570551147684455
fee00b2542be55e69e83b4abf	cfimdb	authority_neg	1	1	0.9953072667121887	0.004692743066698313
f70b5c38c86b027659280b10f	cfimdb	control	0	0	0.0031117303296923637	0.9968882203102112
f70b5c38c86b027659280b10f	cfimdb	neutral	0	0	0.0036140948068350554	0.996385931968689
f70b5c38c86b027659280b10f	cfimdb	general_pos	0	0	0.005124283023178577	0.9948757290840149
f70b5c38c86b027659280b10f	cfimdb	authority_pos	0	0	0.018388789147138596	0.9816111922264099
b213def5c3c6f231bc051ba76	cfimdb	control	0	0	0.00026093045016750693	0.9997391104698181
b213def5c3c6f231bc051ba76	cfimdb	neutral	0	0	0.00021859088155906647	0.9997814297676086
b213def5c3c6f231bc051ba76	cfimdb	general_pos	0	0	0.028561467304825783	0.9714385867118835
b213def5c3c6f231bc051ba76	cfimdb	authority_pos	0	0	0.003516554366797209	0.9964834451675415
9f602badb639c1c45870cc6a9	cfimdb	control	0	0	0.00010541570372879505	0.9998946189880371
9f602badb639c1c45870cc6a9	cfimdb	neutral	0	0	0.00042935580131597817	0.9995706677436829
9f602badb639c1c45870cc6a9	cfimdb	general_pos	0	0	0.1297997534275055	0.8702002763748169
9f602badb639c1c45870cc6a9	cfimdb	authority_pos	0	1	0.9824305772781372	0.01756943203508854
f12d2f9a8a602f37e683f2570	cfimdb	control	0	0	0.0012999658938497305	0.9987000226974487
f12d2f9a8a602f37e683f2570	cfimdb	neutral	0	0	0.004177837632596493	0.9958221912384033
f12d2f9a8a602f37e683f2570	cfimdb	general_pos	0	1	0.9986955523490906	0.0013044606894254684
f12d2f9a8a602f37e683f2570	cfimdb	authority_pos	0	1	0.7976853251457214	0.20231467485427856
4a077d2d48cbd71b8331b9e7d	cfimdb	control	0	0	5.489557224791497e-06	0.9999945163726807
4a077d2d48cbd71b8331b9e7d	cfimdb	neutral	0	0	3.5460620892990846e-06	0.9999964237213135
4a077d2d48cbd71b8331b9e7d	cfimdb	general_pos	0	1	0.9980564117431641	0.0019435586873441935
4a077d2d48cbd71b8331b9e7d	cfimdb	authority_pos	0	1	0.9994418025016785	0.0005581728764809668
545a36c2e15d94550f603cdbf	cfimdb	control	0	0	1.4047395779925864e-05	0.999985933303833
545a36c2e15d94550f603cdbf	cfimdb	neutral	0	0	7.815134267730173e-06	0.9999921321868896
545a36c2e15d94550f603cdbf	cfimdb	general_pos	0	0	1.6796875570435077e-05	0.9999831914901733
545a36c2e15d94550f603cdbf	cfimdb	authority_pos	0	0	0.00012534658890217543	0.9998745918273926
f7741a16949237c5a35e36440	cfimdb	control	1	1	0.999970555305481	2.9466977139236405e-05
f7741a16949237c5a35e36440	cfimdb	neutral	1	1	0.9999583959579468	4.162146069575101e-05
f7741a16949237c5a35e36440	cfimdb	general_neg	1	1	0.9998072981834412	0.0001927311095641926
f7741a16949237c5a35e36440	cfimdb	authority_neg	1	1	0.9999079704284668	9.198678890243173e-05
9c4ecd63c9b6e84e17921b8a6	cfimdb	control	0	0	5.495579171110876e-05	0.9999450445175171
9c4ecd63c9b6e84e17921b8a6	cfimdb	neutral	0	0	8.997065015137196e-05	0.9999099969863892
